position,name,left,width,top,height,light,col_centre,row_centre,blu,grn,red,X,Y,Z,x,y,z,L,A,B
T04D2,cloth,944,290,332,290,150.5184659,1089.0,477.0,0.2573502657036261,0.36924359632173476,0.2595811600965707,0.2855342344918535,0.3378455037756617,0.2935906115582166,0.31138873197603245,0.368436671741751,0.32017459628221656,0.0,128.0,128.0
T04D3,cloth,944,290,622,290,166.7852273,1089.0,767.0,0.26859223234170415,0.37768718632377024,0.2689147791537175,0.2944316437453207,0.3466803525159974,0.3054607621834569,0.3110501977989244,0.36624797135044895,0.3227018308506267,0.0,128.0,128.0
T04D4,cloth,944,290,910,290,174.5229393,1089.0,1055.0,0.25910346561519926,0.37064861244100505,0.26156819789106495,0.28717254414064486,0.33939943043817583,0.2954625684936072,0.3114552988261382,0.3680983895757528,0.3204463115981089,0.0,128.0,128.0
T04D5,cloth,951,290,1209,290,177.3894366,1096.0,1354.0,0.2652262500002672,0.3783607407267585,0.26927969354063475,0.29421565253748216,0.3469967140545383,0.302349392878528,0.311813879255315,0.36775198928074954,0.3204341314639355,0.0,128.0,128.0
T05A2,cloth,1351,290,332,290,151.890641,1496.0,477.0,0.2627386069383468,0.3776764515511552,0.2696371617251264,0.29366954302830245,0.34640382130262887,0.2999107249361621,0.3124196955900359,0.3685209412137181,0.319059363196246,0.0,128.0,128.0
T05A3,cloth,1344,290,622,290,167.3389205,1489.0,767.0,0.2691242124818522,0.3861379079933971,0.27715620279690106,0.3009486369354117,0.35451502784255823,0.3071329023695793,0.31264254123324914,0.36829035126635484,0.3190671075003961,0.0,128.0,128.0
T05A4,cloth,1325,290,910,290,174.9289773,1470.0,1055.0,0.2642608077924855,0.38402723746391115,0.27114289726191343,0.29683614466239455,0.35137569380975436,0.3021433532636815,0.3123423192124844,0.36973091415217524,0.3179267666353404,0.0,128.0,128.0
T05A5,cloth,1330,290,1209,290,178.0,1475.0,1354.0,0.27581978043637495,0.39456104093275557,0.28129096771512185,0.3068740897574589,0.3619014549581269,0.3145796392413513,0.3120684110522749,0.3680272000009868,0.31990438894673817,0.0,128.0,128.0
T05B1,cloth,1631,290,40,290,126.7481114,1776.0,185.0,0.24974307248447236,0.358482389848129,0.2556425696164439,0.2786891644727384,0.328762922661495,0.2850026666160768,0.31227259791224066,0.3683804935543834,0.3193469085333759,0.0,128.0,128.0
T05B2,cloth,1640,290,332,290,151.034311,1785.0,477.0,0.26646315136614773,0.38543396184878626,0.27560595978315033,0.29957735975077004,0.35348984244509324,0.30449020808870275,0.312855768785437,0.3691578579503066,0.31798637326425644,0.0,128.0,128.0
T05B3,cloth,1640,290,622,290,166.3494838,1785.0,767.0,0.2558842889241726,0.37035854724627726,0.26782006888116533,0.2890665877672224,0.34028924913223846,0.29248967128334563,0.3135737877999174,0.3691391302681896,0.317287081931893,0.0,128.0,128.0
T05B4,cloth,1631,290,912,290,173.5713148,1776.0,1057.0,0.27496767848474074,0.39804520255608494,0.287144080774154,0.31038034547772203,0.36557645887813955,0.3142983309578752,0.31343472445551723,0.369174009647843,0.31739126589663974,0.0,128.0,128.0
T05B5,cloth,1632,290,1212,290,176.1,1777.0,1357.0,0.2637967356492577,0.3845183348370812,0.27571756805646663,0.2988148655755758,0.35266631727407655,0.30184932470905407,0.31344309576411483,0.369930799945956,0.31662610428992916,0.0,128.0,128.0
T05C1,cloth,1918,290,45,290,125.6420295,2063.0,190.0,0.24544088693245292,0.3561662154931105,0.24833905319094057,0.27407229818220435,0.32524273521529345,0.2804970071370896,0.31151232940125917,0.36967297585251385,0.31881469474622703,0.0,128.0,128.0
T05C2,cloth,1935,290,332,290,148.6311419,2080.0,477.0,0.262323581428627,0.376363382741021,0.2700543562539629,0.2932972093921965,0.34552354875845775,0.29936788319235436,0.3126207208950475,0.36828792583103964,0.31909135327391297,0.0,128.0,128.0
T05C3,cloth,1934,290,622,290,164.0227233,2079.0,767.0,0.2604702244346851,0.3779721109749373,0.2685514165396849,0.29291813995347765,0.34622063370554673,0.29776932029176273,0.31264340851010275,0.3695353214909174,0.3178212699989799,0.0,128.0,128.0
T05C4,cloth,1922,290,910,290,170.4461788,2067.0,1055.0,0.2695474670941396,0.38887586027702475,0.2782172858470091,0.3024416847340306,0.35672929245273877,0.30788197984515264,0.3127457317976508,0.3688828929778696,0.31837137522447967,0.0,128.0,128.0
T05C5,cloth,1926,290,1212,290,172.6024648,2071.0,1357.0,0.27006498985375865,0.3890221708827742,0.2774399857159844,0.30226678000899987,0.3567059683364639,0.3083761946561791,0.3124692306698334,0.36874591213137664,0.3187848571987899,0.0,128.0,128.0
T05D1,cloth,2210,290,42,290,122.9289653,2355.0,187.0,0.24968021867450915,0.35726455429740955,0.25200644514892445,0.27674261159391056,0.3271141432791573,0.28472747966096423,0.3114421805368094,0.3681295825045713,0.3204282369586194,0.0,128.0,128.0
T05D2,cloth,2220,290,332,290,145.8006802,2365.0,477.0,0.2585743297888562,0.37310374340214514,0.2639796496542808,0.2889495830620824,0.3416298828077502,0.29529898328514154,0.3120815516613432,0.368979192808243,0.3189392555304138,0.0,128.0,128.0
T05D3,cloth,2220,290,622,290,159.7931458,2365.0,767.0,0.2644392488842388,0.3848750180667665,0.276515649498791,0.2993875142542269,0.3531375037579992,0.30251785148487126,0.31348070732351224,0.36976089245496685,0.31675840022152085,0.0,128.0,128.0
T05D4,cloth,2215,290,910,290,164.668714,2360.0,1055.0,0.26838422198504247,0.3846056071735066,0.27889808564340374,0.3009856514770306,0.35373624200247056,0.3062807257559416,0.31319961616388686,0.36809081986050884,0.31870956397560424,0.0,128.0,128.0
