position,name,col_centre,row_centre,blu,grn,red,X,Y,Z,x,y,z,L,A,B
T15B4,cloth,3065.0,2601.0,268.1958176182679,265.33653963096975,255.3670308769066,248.59835410441156,263.42269021505496,291.4308185554578,0.30941287909256066,0.3278636871566539,0.36272343375078553,137.0,207.0,192.0
T14C4,cloth,2085.0,2603.0,268.62879601594216,267.8629938595391,257.09197402491463,250.2913431349543,265.62758839228974,292.17676271271995,0.3097298314036435,0.3287080852993775,0.36156208329697903,7.0,126.0,126.0
T14D4,cloth,2380.0,2603.0,270.0026806938996,268.43599975088637,257.9800547569402,251.11043124507887,266.32540564744534,293.5678387373765,0.30962921475052896,0.32838988730919416,0.3619808979402769,8.0,124.0,126.0
T14A4,cloth,1499.0,2603.0,265.89965560481323,266.7247516482528,255.32785433350114,248.6642731941646,264.24141581086224,289.413472711199,0.3099318638511033,0.3293470085466093,0.3607211276022875,137.0,207.0,193.0
T15C4,cloth,3364.0,2603.0,267.0150457879905,263.9648170736351,253.98652183190376,247.32540359408284,262.0628807414602,290.1185372651017,0.30934745884835285,0.3277806688588345,0.3628718722928126,135.0,207.0,192.0
T16C5,cloth,4633.0,2809.25,255.8200732564165,252.19242414873264,241.46368889768613,235.93076179831388,250.17256370314985,277.83461871178764,0.3088349827174633,0.3274775989308823,0.3636874183516545,251.0,125.0,125.0
T13B5,cloth,542.0,2809.25,256.4525999217016,257.13920725334174,245.39533671423195,239.43537804305362,254.5920740783243,279.10134245269234,0.3096966245772318,0.32930098563795357,0.3610023897848145,131.0,206.0,193.0
T16B5,cloth,4340.0,2809.25,257.3426727186176,253.95079800678008,243.3614187129743,237.6169791130638,251.9435579555731,279.5278258387394,0.30895926992680395,0.32758727099075285,0.3634534590824433,244.0,102.0,221.0
T16A5,cloth,4054.0,2809.25,258.82889608445225,255.66716293306524,245.2138102732898,239.26291137251252,253.67224176510572,281.1805809182896,0.30907899277400885,0.32769291541978285,0.36322809180620824,246.0,102.0,221.0
T13D5,cloth,1107.0,2809.25,258.5698916679443,259.68381457691083,248.25337104441653,241.9061221862139,257.1724975849958,281.47196726609013,0.3099172894154188,0.3294757596187759,0.36060695096580525,132.0,206.0,193.0
T15B5,cloth,3070.0,2809.25,263.9423359165544,261.57241848364083,251.58707354374576,244.9258391462801,259.6198811657354,286.86698301016844,0.30947928699922683,0.3280461383496952,0.3624745746510781,134.0,207.0,193.0
T14B5,cloth,1800.0,2809.25,261.4809897682049,261.9205348487866,251.05175845060194,244.38540395664853,259.5773426785956,284.55909863118785,0.3099285142494355,0.3291948653507343,0.36087662039983026,134.0,207.0,193.0
T15D5,cloth,3656.0,2809.25,260.89713699215207,258.05567076754596,247.7916139131693,241.55340451678023,256.0778926608888,283.4805687562649,0.30924303553879273,0.32783766811007287,0.3629192963511344,132.0,206.0,193.0
T14D5,cloth,2382.0,2809.25,264.19150123454796,263.0510074886648,252.8038363693778,246.00136761797893,260.9540533311397,287.3035265849168,0.3097243894850015,0.32855034764333874,0.3617252628716598,135.0,207.0,193.0
T15C5,cloth,3366.0,2809.25,262.40414669876753,259.7960407976953,249.6699130477549,243.22235680782967,257.830753866359,285.15643929147313,0.3093607255450567,0.3279415187434697,0.3626977557114735,133.0,206.0,192.0
T13C5,cloth,825.0,2809.25,257.5131195043329,258.4137627800144,246.82688311324478,240.6729366138755,255.88456939228544,280.28875275745617,0.3098076793172904,0.3293889447308871,0.3608033759518226,131.0,206.0,193.0
T14C5,cloth,2089.0,2809.25,262.8269310289835,262.4818863830217,251.92177652367104,245.1878326475841,260.2609670404259,285.9218815841564,0.30982678338984315,0.32887365326959533,0.3612995633405615,134.0,207.0,193.0
T05A1,Checker,1425.0,190.0,259.64192835568633,261.30071606453754,249.8222323154055,243.32481000601965,258.73985676519203,282.71378205484217,0.31005541802276554,0.32969796399511186,0.3602466179821226,133.0,206.0,193.0
T06A1,Checker,2725.0,190.0,264.7413185948302,262.21237810423276,251.16315765543186,245.12399302738348,260.0450608497937,287.69434164486745,0.30916295847658176,0.3279821748847068,0.36285486663871147,134.0,207.0,192.0
T07D1,Checker,4925.0,195.0,253.59219461042818,250.4018701108119,241.20676693959575,234.7825405094945,248.67660756453697,275.49906947986915,0.30934843984717836,0.32765520131795156,0.3629963588348702,249.0,126.0,126.0
T04A1,Checker,180.0,200.0,254.52952230394072,254.31852347812432,242.95128357873847,237.07170826404902,251.91627387583188,276.8903778884639,0.309542246702564,0.32892465308264957,0.36153310021478646,252.0,124.0,127.0
T04A5,Checker,185.0,1270.0,279.7054760151876,276.0044530822559,263.8718113139297,257.9975701002992,273.6913179033545,303.80445463422706,0.30879667967877567,0.32758048919843724,0.3636228311227872,14.0,124.0,125.0
T06A5,Checker,2720.0,1295.0,289.9615414703377,283.57564638270765,271.7431893259425,265.80202692145843,281.5201337618343,314.6054457933385,0.30838091844859006,0.3266169126576954,0.36500216889371456,23.0,126.0,122.0
T14A1,Checker,1445.0,1720.0,290.56693402223044,289.69078817154417,277.351555997255,270.4110977189693,287.1298326771169,316.0180603979931,0.3095510441408899,0.32868968862207143,0.3617592672370386,30.0,122.0,126.0
T16D1,Checker,4925.0,1730.0,278.37586316922886,272.1913147988227,262.0922888512484,255.66019553757906,270.4899226611424,302.0520174076796,0.30869299238209197,0.32659891955373,0.36470808806417804,11.0,126.0,124.0
T13A5,Checker,165.0,2810.0,255.0186636112465,255.42168805935592,243.4694361172604,237.76814831799055,252.85070522992635,277.4967171804066,0.3095473615936986,0.3291831527255391,0.3612694856807623,253.0,124.0,127.0
T16D5,Checker,4925.0,2830.0,253.83983160212196,250.0218549374481,239.13946220050832,233.83866609516406,247.98305238310255,275.6491360967488,0.3087097868951815,0.32738296250650495,0.36390725059831347,249.0,125.0,125.0
T15A5,Checker,2735.0,2835.0,265.1088257634523,263.0638790309612,253.2195280831827,246.34294462634423,261.1178727030848,288.1848349726601,0.30961388893860664,0.32818362288234326,0.3622024881790502,135.0,207.0,193.0
T14A5,Checker,1455.0,2840.0,259.0064605487823,260.4469767367838,249.24053079613634,242.6649444898643,257.9597261687218,281.9968889355662,0.31006677686684764,0.3296097877785186,0.3603234353546338,133.0,206.0,193.0
