position,name,col_centre,row_centre,blu,grn,red,X,Y,Z,x,y,z,L,A,B
T13B3,cloth,515.0,2299.0,-1.1608390585056299,-2.539460497635204,-1.483839234849171,-1.7295282674522088,-2.215456713953709,-1.4345218917548257,0.3215031243999545,0.41183267652412375,0.2666641990759217,255.0,128.0,128.0
T13A3,cloth,222.0,2301.0,-2.7393315208312288,-5.2248156329389275,-3.3889970489104684,-3.760360850939554,-4.654997477489892,-3.2914767304703387,0.32121071425541675,0.39763073914252034,0.2811585466020629,252.0,129.0,127.0
T16D3,cloth,4915.0,2301.0,-2.5578661583914766,-0.8560171996948043,-3.6600850165155165,-2.277251756360482,-1.5751974682903864,-2.603544817337502,0.3527344885310822,0.24398991976226236,0.4032755917066554,153.0,226.0,67.0
T13D3,cloth,1095.0,2301.0,3.404518498328173,2.646958182283342,3.4335289383798084,2.976972775446014,2.868917646543924,3.6172076322915636,0.3145875439913789,0.30316896539457344,0.3822434906140476,1.0,130.0,127.0
T13C3,cloth,808.0,2304.0,-0.02020887230828805,-0.7751095769095855,0.021885195035636684,-0.2717804092234098,-0.5511255066315155,-0.11116830872965043,0.29096232619445483,0.5900232466821633,0.1190144271233819,0.0,128.0,128.0
T16A3,cloth,4042.0,2306.0,-2.5160210333136916,-0.5338306738561442,-2.8534957583198732,-1.8218122235082763,-1.1702252169747063,-2.5097826509642798,0.3311290069881303,0.21269783408473406,0.4561731589271356,153.0,226.0,67.0
T16C3,cloth,4627.0,2306.0,-4.8473306078686065,-3.3401708526178595,-4.924400361596184,-4.100105928672721,-3.785873125910164,-5.099767659129321,0.31573894201580593,0.2915406567966167,0.3927204011875773,253.0,127.0,128.0
T15B3,cloth,3064.0,2307.0,-2.7184863913155155,-0.9579520839023701,-2.359149988847065,-1.8061041698415763,-1.383015565253635,-2.7431805582152005,0.3044525867778876,0.23313310130527265,0.4624143119168397,153.0,226.0,67.0
T16B3,cloth,4333.0,2308.0,1.466315023120643,2.7632887584748147,0.76642365670223,1.568780576731835,2.2450008633517324,1.7376250503995871,0.28259155214470694,0.4044021757729983,0.3130062720822947,1.0,128.0,128.0
T14D3,cloth,2380.0,2308.0,5.175397500159036,3.2945145881438833,5.241366785516746,4.273710739690351,3.8443103444566953,5.412217307615431,0.3158636689130537,0.2841273178746947,0.40000901321225163,2.0,130.0,127.0
T15A3,cloth,2777.0,2311.0,-0.2310452223486692,-0.2177748440721814,-1.4849223897622181,-0.7320260448896981,-0.4882205986715539,-0.2742295822894272,0.4898211374844839,0.32668341605344114,0.18349544646207497,136.0,208.0,195.0
T15C3,cloth,3367.0,2311.0,-0.0033045099408752776,1.8635212021425502,-0.6541893035628163,0.39592982115096165,1.1933344481162222,0.2063284992043172,0.22050089981594045,0.6645908075983445,0.11490829258571496,1.0,126.0,129.0
T15D3,cloth,3653.0,2311.0,0.13693779936392048,1.6472239284466497,-0.14476050105157867,0.5540092272074291,1.157112666426263,0.32366968160864296,0.2722682922163411,0.56866397546808,0.15906773231557894,1.0,126.0,129.0
T14A3,cloth,1497.0,2311.0,5.579430322352195,3.6160100698707396,4.551154928335492,4.176890214718046,3.956600257164385,5.821146557512591,0.29931915863662756,0.2835330112012176,0.4171478301621548,2.0,128.0,127.0
T14C3,cloth,2085.0,2311.0,5.482459457157134,3.666682291444104,5.395587161657716,4.525803688597996,4.165427587620123,5.751360638526778,0.3133650604624133,0.2884127455936429,0.39822219394394387,2.0,130.0,127.0
T14B3,cloth,1792.0,2314.0,6.285965470116793,3.566509600318639,5.16743050210853,4.5408622701585735,4.103259175226553,6.49858475557631,0.29987125219865035,0.27097264655151465,0.429156101249835,2.0,130.0,126.0
T16D4,cloth,4917.0,2588.0,-3.653598340828644,-4.027247551979144,-6.423117056410568,-4.748549361860217,-4.509816338418106,-4.0762290761150926,0.3561075114383453,0.3382042284780902,0.30568826008356464,252.0,127.0,127.0
T13B4,cloth,515.0,2591.0,-3.98766989577922,-5.778251567785375,-4.21625066068848,-4.524709416252436,-5.316821650718561,-4.559736980921725,0.31418826461705346,0.3691912151788987,0.31662052020404774,252.0,129.0,127.0
T13D4,cloth,1095.0,2593.0,0.9881102882394686,0.6380842805079965,1.214666401483484,0.907452769786397,0.7859708631804513,1.0385440384680995,0.33216087411084316,0.2876940570704577,0.3801450688186992,0.0,128.0,128.0
T13A4,cloth,225.0,2593.0,-1.0378079251944143,-3.2675410120953927,-1.0978440281039497,-1.8084668347906445,-2.6451746035957022,-1.3969234812933782,0.3091097799303874,0.45212293853847296,0.23876728153113963,254.0,129.0,127.0
T13C4,cloth,810.0,2598.0,-0.7821145561341325,-1.8490960488171737,-1.3024047078496608,-1.33950050602663,-1.6558204116039303,-0.9888246879956574,0.33620771894858764,0.41560238392534166,0.24818989712607062,248.0,106.0,223.0
T16C4,cloth,4632.0,2598.0,-0.7975823402871072,-0.9196951302027401,-2.557598431958823,-1.527672603263824,-1.2592193766641335,-0.9170144223452068,0.41244903011756984,0.33997062557826097,0.24758034430416925,135.0,208.0,195.0
T16A4,cloth,4042.0,2599.0,-3.1887970323344135,-1.972411709613283,-4.500211289118525,-3.136806798788877,-2.597798984714012,-3.3524292254301407,0.34519585274022074,0.28587971567846276,0.3689244315813164,255.0,127.0,129.0
T15D4,cloth,3653.0,2599.0,-3.8340082563819777,-2.7196104290117944,-4.247057369630042,-3.415992548757364,-3.124888934620691,-4.049741754207108,0.32254877471557253,0.29506185467260726,0.3823893706118202,254.0,127.0,128.0
T14B4,cloth,1798.0,2600.0,2.8726907166856535,-0.7005066728374345,1.6297690953471715,0.9400653809929329,0.05297528412027497,2.677944767462008,0.2560798451149048,0.014430807502037001,0.7294893473830583,0.0,130.0,127.0
T16B4,cloth,4336.0,2600.0,-0.6387233205718132,-0.5233730489811279,-2.114393462224413,-1.1744904484680747,-0.8700654324141385,-0.7102427425184676,0.4263434860506125,0.31583631014744734,0.2578202038019401,135.0,208.0,195.0
T15A4,cloth,2776.0,2600.0,-1.5109540394855117,-0.1522615571151391,-0.882389452832669,-0.6910250403861582,-0.40560361920952115,-1.4710742075924328,0.2691218868104076,0.15796361190876307,0.5729145012808293,82.0,207.0,20.0
T15B4,cloth,3065.0,2601.0,-0.8118145816810909,0.8372155525804175,-0.5130677369996732,-0.05873159319006324,0.43102822334511065,-0.6816009295885385,0.18988288652189317,-1.3935410019665557,2.2036581154446626,0.0,128.0,128.0
T14C4,cloth,2085.0,2603.0,1.6272705646806003,-2.014549019217995,0.536327234393994,-0.2055223487161369,-1.2091986418082186,1.3166530598437083,2.0957141370241534,12.330214713573474,-13.425928850597627,223.0,42.0,211.0
T14A4,cloth,1499.0,2603.0,2.386685591648771,-1.8887139825894792,0.40784380190441993,-0.07649361217087858,-1.0917216031443393,2.0508427174235875,-0.08666579274739916,-1.2368995986829074,2.3235653914303067,224.0,42.0,211.0
T14D4,cloth,2380.0,2603.0,5.650359985183087,3.102733494280514,4.6574259117057295,4.049985296859536,3.6172496915565877,5.829427477880038,0.30007309636535334,0.26801068046189763,0.43191622317274897,2.0,128.0,127.0
T15C4,cloth,3364.0,2603.0,-1.5272607559290208,-0.31390853162572796,-2.2844590520304138,-1.3300610576912744,-0.820564953576645,-1.5329450466960324,0.36107924531974395,0.2227634381594371,0.416157316520819,154.0,226.0,67.0
T13B5,cloth,542.0,2883.0,-1.266469908898344,-4.858961004854137,-2.946048610662544,-3.181083594533543,-4.192848819580959,-1.8396394362769857,0.3452606270605441,0.45507311254134336,0.19966626039811244,253.0,129.0,127.0
T13D5,cloth,1107.0,2885.0,-1.523743192372521,-6.3558792809397175,-4.7621985856971065,-4.511850222364665,-5.668187799204046,-2.2976612375484713,0.3615931213495112,0.4542654604423508,0.18414141820813804,251.0,130.0,126.0
T16B5,cloth,4340.0,2890.0,-9.709733843243669,-12.750857435216261,-12.412065745708887,-11.430837927719317,-12.459313803947952,-10.986973718482474,0.3277459876691254,0.3572345382005804,0.3150194741302943,246.0,129.0,127.0
T16A5,cloth,4054.0,2890.0,-2.5558766666452826,-5.746129154605342,-5.891965995412349,-4.9460335326280775,-5.546888799761004,-3.227667382961768,0.3604825765684374,0.4042748099635282,0.2352426134680344,252.0,129.0,127.0
T15D5,cloth,3656.0,2890.0,-9.893799857463861,-10.094471070689508,-10.79778910486646,-9.848371330953558,-10.229565321272764,-10.814062139759525,0.3188000684989173,0.331139638783314,0.3500602927177688,247.0,128.0,128.0
T15B5,cloth,3070.0,2891.0,-4.493953131194374,-5.419805420761193,-5.61318249518559,-5.064063597731797,-5.394108636953603,-5.025144242536888,0.3270658198572385,0.34838199199047226,0.32455218815228926,252.0,128.0,127.0
T16C5,cloth,4633.0,2891.0,-6.967408111890926,-9.070780554985149,-9.744674657227264,-8.519929464287936,-9.062289568999605,-7.890723536368362,0.334469778706961,0.3557613944372042,0.30976882685583473,248.0,129.0,127.0
T14C5,cloth,2089.0,2892.0,1.2778575074617038,-3.1660168204485473,-0.7011714881245865,-1.1907212009622803,-2.3210747025565066,0.8234329722594824,0.442916835043739,0.8633784804751975,-0.30629531551893674,222.0,42.0,211.0
T14D5,cloth,2382.0,2895.0,-2.1672703372712334,-6.3285496462333555,-3.7466804946120433,-4.199337291395784,-5.479116345068134,-2.886316322765862,0.33421521484450667,0.4360697699079884,0.22971501524750504,252.0,130.0,126.0
T13C5,cloth,825.0,2895.0,0.19304945565174592,-3.8659867085358854,-1.217899933950548,-1.8498817110534176,-3.0098498661816038,-0.30088575408819346,0.3584613220254206,0.5832344607132223,0.058304217261357066,247.0,107.0,222.0
T15C5,cloth,3366.0,2899.0,-6.792638915265812,-7.349296843477688,-7.464622996640294,-6.9324112158578055,-7.333647539877616,-7.47537027491919,0.3188572014324984,0.3373121209989207,0.34383067756858093,250.0,128.0,128.0
T14B5,cloth,1800.0,2902.0,-2.176848096518839,-7.165728662419809,-3.2927571189332383,-4.3131970845314855,-5.9819808343780085,-2.9864270387919336,0.3247496893837705,0.4503959313222395,0.22485437929398988,251.0,130.0,126.0
